Date,Price
,AAPL
2010-09-27,8.762048721313477
2010-09-28,8.632649421691895
2010-09-29,8.64799690246582
2010-09-30,8.539056777954102
2010-10-01,8.502041816711426
2010-10-04,8.385282516479492
2010-10-05,8.695243835449219
2010-10-06,8.70276927947998
2010-10-07,8.703672409057617
2010-10-08,8.849624633789062
2010-10-11,8.888442993164062
2010-10-12,8.98414134979248
2010-10-13,9.032294273376465
2010-10-14,9.09759521484375
2010-10-15,9.471658706665039
2010-10-18,9.569764137268066
2010-10-19,9.313666343688965
2010-10-20,9.344966888427734
2010-10-21,9.314568519592285
2010-10-22,9.25287914276123
2010-10-25,9.294109344482422
2010-10-26,9.270333290100098
2010-10-27,9.263715744018555
2010-10-28,9.185768127441406
2010-10-29,9.05756950378418
2010-11-01,9.153870582580566
2010-11-02,9.309752464294434
2010-11-03,9.413277626037598
2010-11-04,9.577889442443848
2010-11-05,9.543583869934082
2010-11-08,9.588418960571289
2010-11-09,9.511982917785645
2010-11-10,9.570672035217285
2010-11-11,9.52914047241211
2010-11-12,9.269731521606445
2010-11-15,9.239934921264648
2010-11-16,9.075927734375
2010-11-17,9.043127059936523
2010-11-18,9.281769752502441
2010-11-19,9.230607986450195
2010-11-22,9.430131912231445
2010-11-23,9.290791511535645
2010-11-24,9.473466873168945
2010-11-26,9.479482650756836
2010-11-29,9.535757064819336
2010-11-30,9.363624572753906
2010-12-01,9.521615028381348
2010-12-02,9.574281692504883
2010-12-03,9.552910804748535
2010-12-06,9.634466171264648
2010-12-07,9.576083183288574
2010-12-08,9.660345077514648
2010-12-09,9.62273120880127
2010-12-10,9.646805763244629
2010-12-13,9.680206298828125
2010-12-14,9.63867473602295
2010-12-15,9.640788078308105
2010-12-16,9.667572975158691
2010-12-17,9.648307800292969
2010-12-20,9.696459770202637
2010-12-21,9.756341934204102
2010-12-22,9.785234451293945
2010-12-23,9.738287925720215
2010-12-27,9.770791053771973
2010-12-28,9.79456615447998
2010-12-29,9.789146423339844
2010-12-30,9.740093231201172
2010-12-31,9.706988334655762
2011-01-03,9.91794490814209
2011-01-04,9.969706535339355
2011-01-05,10.051260948181152
2011-01-06,10.043135643005371
2011-01-07,10.115059852600098
2011-01-10,10.305548667907715
2011-01-11,10.281176567077637
2011-01-12,10.364834785461426
2011-01-13,10.402755737304688
2011-01-14,10.487014770507812
2011-01-18,10.251383781433105
2011-01-19,10.196914672851562
2011-01-20,10.0115385055542
2011-01-21,9.83218002319336
2011-01-24,10.155083656311035
2011-01-25,10.27395248413086
2011-01-26,10.347681999206543
2011-01-27,10.328420639038086
2011-01-28,10.114458084106445
2011-01-31,10.211358070373535
2011-02-01,10.383193969726562
2011-02-02,10.361827850341797
2011-02-03,10.335343360900879
2011-02-04,10.427433967590332
2011-02-07,10.58933162689209
2011-02-08,10.689244270324707
2011-02-09,10.778325080871582
2011-02-10,10.669388771057129
2011-02-11,10.73890209197998
2011-02-14,10.809019088745117
2011-02-15,10.830686569213867
2011-02-16,10.927888870239258
2011-02-17,10.782533645629883
2011-02-18,10.549612045288086
2011-02-22,10.189995765686035
2011-02-23,10.31066608428955
2011-02-24,10.31849193572998
2011-02-25,10.477385520935059
2011-02-28,10.62936019897461
2011-03-01,10.511996269226074
2011-03-02,10.596555709838867
2011-03-03,10.820455551147461
2011-03-04,10.833695411682129
2011-03-07,10.694059371948242
2011-03-08,10.706099510192871
2011-03-09,10.607091903686523
2011-03-10,10.432546615600586
2011-03-11,10.592643737792969
2011-03-14,10.63989543914795
2011-03-15,10.395230293273926
2011-03-16,9.931188583374023
2011-03-17,10.070520401000977
2011-03-18,9.951050758361816
2011-03-21,10.210759162902832
2011-03-22,10.267932891845703
2011-03-23,10.20744514465332
2011-03-24,10.381387710571289
2011-03-25,10.579106330871582
2011-03-28,10.545998573303223
2011-03-29,10.5616455078125
2011-03-30,10.491532325744629
2011-03-31,10.487919807434082
2011-04-01,10.369048118591309
2011-04-04,10.267634391784668
2011-04-05,10.198421478271484
2011-04-06,10.17283821105957
2011-04-07,10.174043655395508
2011-04-08,10.08316421508789
2011-04-11,9.954962730407715
2011-04-12,10.003111839294434
2011-04-13,10.115363121032715
2011-04-14,10.003711700439453
2011-04-15,9.854450225830078
2011-04-18,9.986559867858887
2011-04-19,10.1674222946167
2011-04-20,10.30434799194336
2011-04-21,10.553823471069336
2011-04-25,10.62333869934082
2011-04-26,10.545398712158203
2011-04-27,10.537271499633789
2011-04-28,10.434956550598145
2011-04-29,10.536672592163086
2011-05-02,10.420808792114258
2011-05-03,10.478591918945312
2011-05-04,10.519816398620605
2011-05-05,10.434956550598145
2011-05-06,10.432245254516602
2011-05-09,10.460535049438477
2011-05-10,10.516209602355957
2011-05-11,10.449396133422852
2011-05-12,10.429537773132324
2011-05-13,10.246869087219238
2011-05-16,10.030197143554688
2011-05-17,10.115662574768066
2011-05-18,10.227911949157715
2011-05-19,10.247772216796875
2011-05-20,10.087977409362793
2011-05-23,10.063297271728516
2011-05-24,9.99679183959961
2011-05-25,10.13492202758789
2011-05-26,10.081353187561035
2011-05-27,10.15388011932373
2011-05-31,10.467455863952637
2011-06-01,10.397640228271484
2011-06-02,10.415393829345703
2011-06-03,10.335343360900879
2011-06-06,10.17283821105957
2011-06-07,9.992277145385742
2011-06-08,9.99829387664795
2011-06-09,9.975728988647461
2011-06-10,9.807501792907715
2011-06-13,9.828566551208496
2011-06-14,10.004313468933105
2011-06-15,9.833085060119629
2011-06-16,9.785234451293945
2011-06-17,9.637772560119629
2011-06-20,9.489113807678223
2011-06-21,9.789447784423828
2011-06-22,9.70849895477295
2011-06-23,9.967904090881348
2011-06-24,9.821044921875
2011-06-27,9.992277145385742
2011-06-28,10.089178085327148
2011-06-29,10.05246353149414
2011-06-30,10.101516723632812
2011-07-01,10.329928398132324
2011-07-05,10.515605926513672
2011-07-06,10.585721969604492
2011-07-07,10.749432563781738
2011-07-08,10.824970245361328
2011-07-11,10.653132438659668
2011-07-12,10.645612716674805
2011-07-13,10.774107933044434
2011-07-14,10.766587257385254
2011-07-15,10.981754302978516
2011-07-18,11.248988151550293
2011-07-19,11.340774536132812
2011-07-20,11.64321231842041
2011-07-21,11.654949188232422
2011-07-22,11.835814476013184
2011-07-25,11.992300987243652
2011-07-26,12.140056610107422
2011-07-27,11.814443588256836
2011-07-28,11.791274070739746
2011-07-29,11.75094985961914
2011-08-01,11.939635276794434
2011-08-02,11.703696250915527
2011-08-03,11.813840866088867
2011-08-04,11.35642147064209
2011-08-05,11.243573188781738
2011-08-08,10.62936019897461
2011-08-09,11.2553071975708
2011-08-10,10.944741249084473
2011-08-11,11.245977401733398
2011-08-12,11.344986915588379
2011-08-15,11.538187026977539
2011-08-16,11.4500093460083
2011-08-17,11.448809623718262
2011-08-18,11.01576042175293
2011-08-19,10.714221954345703
2011-08-22,10.726561546325684
2011-08-23,11.242965698242188
2011-08-24,11.320611000061035
2011-08-25,11.246581077575684
2011-08-26,11.543305397033691
2011-08-29,11.735602378845215
2011-08-30,11.736201286315918
2011-08-31,11.580917358398438
2011-09-01,11.46656322479248
2011-09-02,11.256509780883789
2011-09-06,11.427742004394531
2011-09-07,11.553836822509766
2011-09-08,11.560151100158691
2011-09-09,11.359732627868652
2011-09-12,11.433758735656738
2011-09-13,11.574603080749512
2011-09-14,11.715436935424805
2011-09-15,11.825578689575195
2011-09-16,12.05248737335205
2011-09-19,12.38742733001709
2011-09-20,12.44219970703125
2011-09-21,12.402778625488281
2011-09-22,12.092209815979004
2011-09-23,12.166842460632324
2011-09-26,12.132834434509277
2011-09-27,12.01517105102539
2011-09-28,11.947460174560547
2011-09-29,11.753661155700684
2011-09-30,11.475290298461914
2011-10-03,11.27306079864502
2011-10-04,11.209861755371094
2011-10-05,11.38290786743164
2011-10-06,11.35642147064209
2011-10-07,11.128610610961914
2011-10-10,11.700693130493164
2011-10-11,12.046161651611328
2011-10-12,12.103346824645996
2011-10-13,12.291125297546387
2011-10-14,12.699496269226074
2011-10-17,12.63901138305664
2011-10-18,12.706719398498535
2011-10-19,11.99591064453125
2011-10-20,11.8962984085083
2011-10-21,11.82287311553955
2011-10-24,12.21108341217041
2011-10-25,11.970332145690918
2011-10-26,12.055497169494629
2011-10-27,12.178574562072754
2011-10-28,12.186405181884766
2011-10-31,12.181289672851562
2011-11-01,11.93241024017334
2011-11-02,11.95949649810791
2011-11-03,12.129825592041016
2011-11-04,12.044663429260254
2011-11-07,12.029312133789062
2011-11-08,12.224919319152832
2011-11-09,11.895397186279297
2011-11-10,11.592658042907715
2011-11-11,11.574603080749512
2011-11-14,11.413298606872559
2011-11-15,11.701295852661133
2011-11-16,11.579116821289062
2011-11-17,11.357625007629395
2011-11-18,11.283293724060059
2011-11-21,11.104841232299805
2011-11-22,11.33054256439209
2011-11-23,11.044052124023438
2011-11-25,10.941128730773926
2011-11-28,11.318800926208496
2011-11-29,11.23093318939209
2011-11-30,11.501773834228516
2011-12-01,11.674210548400879
2011-12-02,11.727471351623535
2011-12-05,11.827085494995117
2011-12-06,11.765092849731445
2011-12-07,11.70911693572998
2011-12-08,11.756365776062012
2011-12-09,11.845441818237305
2011-12-12,11.791878700256348
2011-12-13,11.700693130493164
2011-12-14,11.441285133361816
2011-12-15,11.403671264648438
2011-12-16,11.466264724731445
2011-12-19,11.502076148986816
2011-12-20,11.915562629699707
2011-12-21,11.930604934692383
2011-12-22,11.993803977966309
2011-12-23,12.137649536132812
2011-12-27,12.233951568603516
2011-12-28,12.1168851852417
2011-12-29,12.19151782989502
2011-12-30,12.187909126281738
2012-01-03,12.375388145446777
2012-01-04,12.44189739227295
2012-01-05,12.580025672912598
2012-01-06,12.711539268493652
2012-01-09,12.691374778747559
2012-01-10,12.736814498901367
2012-01-11,12.71605110168457
2012-01-12,12.681139945983887
2012-01-13,12.63359260559082
2012-01-17,12.780754089355469
2012-01-18,12.91346263885498
2012-01-19,12.872539520263672
2012-01-20,12.648340225219727
2012-01-23,12.862302780151367
2012-01-24,12.651649475097656
2012-01-25,13.441605567932129
2012-01-26,13.38051700592041
2012-01-27,13.460264205932617
2012-01-30,13.632704734802246
2012-01-31,13.737127304077148
2012-02-01,13.728395462036133
2012-02-02,13.696199417114258
2012-02-03,13.833426475524902
2012-02-06,13.96252727508545
2012-02-07,14.108784675598145
2012-02-08,14.345020294189453
2012-02-09,14.84126091003418
2012-02-10,14.848780632019043
2012-02-13,15.12504768371582
2012-02-14,15.331483840942383
2012-02-15,14.976682662963867
2012-02-16,15.113304138183594
2012-02-17,15.11059856414795
2012-02-21,15.493691444396973
2012-02-22,15.439214706420898
2012-02-23,15.540035247802734
2012-02-24,15.721198081970215
2012-02-27,15.82201099395752
2012-02-28,16.11241340637207
2012-02-29,16.323963165283203
2012-03-01,16.385061264038086
2012-03-02,16.40642738342285
2012-03-05,16.044702529907227
2012-03-06,15.957429885864258
2012-03-07,15.970369338989258
2012-03-08,16.310426712036133
2012-03-09,16.4061222076416
2012-03-12,16.61166763305664
2012-03-13,17.096176147460938
2012-03-14,17.742584228515625
2012-03-15,17.62160301208496
2012-03-16,17.621904373168945
2012-03-19,18.089258193969727
2012-03-20,18.235515594482422
2012-03-21,18.131391525268555
2012-03-22,18.036298751831055
2012-03-23,17.937292098999023
2012-03-26,18.26621437072754
2012-03-27,18.491910934448242
2012-03-28,18.586410522460938
2012-03-29,18.352880477905273
2012-03-30,18.04262351989746
2012-04-02,18.616796493530273
2012-04-03,18.938499450683594
2012-04-04,18.787734985351562
2012-04-05,19.0697078704834
2012-04-09,19.146451950073242
2012-04-10,18.912025451660156
2012-04-11,18.844606399536133
2012-04-12,18.74138832092285
2012-04-13,18.213552474975586
2012-04-16,17.458206176757812
2012-04-17,18.34807014465332
2012-04-18,18.307140350341797
2012-04-19,17.678180694580078
2012-04-20,17.243026733398438
2012-04-23,17.20450210571289
2012-04-24,16.86083984375
2012-04-25,18.35709571838379
2012-04-26,18.287879943847656
2012-04-27,18.146434783935547
2012-04-30,17.574050903320312
2012-05-01,17.518383026123047
2012-05-02,17.634244918823242
2012-05-03,17.50905990600586
2012-05-04,17.010404586791992
2012-05-07,17.1376953125
2012-05-08,17.098581314086914
2012-05-09,17.1286678314209
2012-05-10,17.16899871826172
2012-05-11,17.054340362548828
2012-05-14,16.79884147644043
2012-05-15,16.646869659423828
2012-05-16,16.43351173400879
2012-05-17,15.953219413757324
2012-05-18,15.961043357849121
2012-05-21,16.890939712524414
2012-05-22,16.76123046875
2012-05-23,17.170204162597656
2012-05-24,17.012516021728516
2012-05-25,16.921323776245117
2012-05-29,17.22166633605957
2012-05-30,17.42930793762207
2012-05-31,17.38597297668457
2012-06-01,16.8822078704834
2012-06-04,16.981510162353516
2012-06-05,16.937580108642578
2012-06-06,17.197288513183594
2012-06-07,17.20511245727539
2012-06-08,17.463911056518555
2012-06-11,17.188560485839844
2012-06-12,17.338727951049805
2012-06-13,17.21834373474121
2012-06-14,17.19939613342285
2012-06-15,17.277633666992188
2012-06-18,17.62822151184082
2012-06-19,17.677274703979492
2012-06-20,17.62702751159668
2012-06-21,17.384166717529297
2012-06-22,17.517480850219727
2012-06-25,17.176525115966797
2012-06-26,17.214439392089844
2012-06-27,17.288772583007812
2012-06-28,17.124765396118164
2012-06-29,17.574661254882812
2012-07-02,17.8310604095459
2012-07-03,18.038400650024414
2012-07-05,18.35529136657715
2012-07-06,18.233108520507812
2012-07-09,18.474157333374023
2012-07-10,18.3032283782959
2012-07-11,18.18947410583496
2012-07-12,18.02305030822754
2012-07-13,18.205730438232422
2012-07-16,18.26410675048828
2012-07-17,18.2650146484375
2012-07-18,18.244544982910156
2012-07-19,18.487098693847656
2012-07-20,18.185558319091797
2012-07-23,18.17141342163086
2012-07-24,18.083845138549805
2012-07-25,17.30290985107422
2012-07-26,17.30020523071289
2012-07-27,17.60956573486328
2012-07-30,17.90658950805664
2012-07-31,18.379966735839844
2012-08-01,18.26109504699707
2012-08-02,18.290590286254883
2012-08-03,18.52863311767578
2012-08-06,18.73476219177246
2012-08-07,18.685420989990234
2012-08-08,18.653825759887695
2012-08-09,18.76019859313965
2012-08-10,18.78951644897461
2012-08-13,19.040363311767578
2012-08-14,19.091440200805664
2012-08-15,19.065452575683594
2012-08-16,19.231979370117188
2012-08-17,19.587696075439453
2012-08-20,20.10269546508789
2012-08-21,19.827972412109375
2012-08-22,20.21512794494629
2012-08-23,20.026538848876953
2012-08-24,20.04437255859375
2012-08-27,20.420940399169922
2012-08-28,20.39435386657715
2012-08-29,20.354148864746094
2012-08-30,20.064014434814453
2012-08-31,20.105424880981445
2012-09-04,20.399484634399414
2012-09-05,20.2562313079834
2012-09-06,20.438772201538086
2012-09-07,20.56480598449707
2012-09-10,20.02986717224121
2012-09-11,19.964881896972656
2012-09-12,20.242929458618164
2012-09-13,20.641572952270508
2012-09-14,20.892417907714844
2012-09-17,21.14931297302246
2012-09-18,21.213687896728516
2012-09-19,21.219432830810547
2012-09-20,21.116670608520508
2012-09-21,21.15868377685547
2012-09-24,20.87761116027832
2012-09-25,20.35626983642578
2012-09-26,20.103609085083008
2012-09-27,20.59139633178711
2012-09-28,20.161630630493164
2012-10-01,19.928619384765625
2012-10-02,19.986642837524414
2012-10-03,20.2930965423584
2012-10-04,20.15256690979004
2012-10-05,19.72310447692871
2012-10-08,19.287288665771484
2012-10-09,19.217172622680664
2012-10-10,19.37009620666504
2012-10-11,18.982946395874023
2012-10-12,19.031599044799805
2012-10-15,19.18422508239746
2012-10-16,19.638479232788086
2012-10-17,19.48192596435547
2012-10-18,19.120153427124023
2012-10-19,18.43107795715332
2012-10-22,19.16216278076172
2012-10-23,18.537456512451172
2012-10-24,18.642335891723633
2012-10-25,18.422006607055664
2012-10-26,18.254573822021484
2012-10-31,17.99224090576172
2012-11-01,18.029111862182617
2012-11-02,17.432514190673828
2012-11-05,17.668855667114258
2012-11-06,17.615365982055664
2012-11-07,16.94135093688965
2012-11-08,16.3265438079834
2012-11-09,16.609203338623047
2012-11-12,16.48077964782715
2012-11-13,16.4829044342041
2012-11-14,16.300127029418945
2012-11-15,15.958269119262695
2012-11-16,16.020809173583984
2012-11-19,17.176036834716797
2012-11-20,17.029699325561523
2012-11-21,17.053686141967773
2012-11-23,17.351219177246094
2012-11-26,17.89862060546875
2012-11-27,17.754419326782227
2012-11-28,17.69854736328125
2012-11-29,17.89346694946289
2012-11-30,17.769594192504883
2012-12-03,17.797222137451172
2012-12-04,17.483291625976562
2012-12-05,16.35811996459961
2012-12-06,16.614667892456055
2012-12-07,16.189918518066406
2012-12-10,16.085786819458008
2012-12-11,16.437057495117188
2012-12-12,16.364498138427734
2012-12-13,16.08184051513672
2012-12-14,15.47765064239502
2012-12-17,15.752119064331055
2012-12-18,16.209653854370117
2012-12-19,15.979219436645508
2012-12-20,15.84016227722168
2012-12-21,15.767295837402344
2012-12-24,15.792800903320312
2012-12-26,15.575112342834473
2012-12-27,15.637655258178711
2012-12-28,15.471586227416992
2012-12-31,16.157129287719727
2013-01-02,16.66901969909668
2013-01-03,16.45861053466797
2013-01-04,16.000167846679688
2013-01-07,15.906048774719238
2013-01-08,15.94885540008545
2013-01-09,15.699588775634766
2013-01-10,15.894211769104004
2013-01-11,15.796751022338867
2013-01-14,15.233555793762207
2013-01-15,14.752943992614746
2013-01-16,15.365321159362793
2013-01-17,15.261788368225098
2013-01-18,15.180418968200684
2013-01-22,15.325243949890137
2013-01-23,15.605780601501465
2013-01-24,13.677559852600098
2013-01-25,13.35512638092041
2013-01-28,13.657217979431152
2013-01-29,13.913464546203613
2013-01-30,13.869746208190918
2013-01-31,13.82906436920166
2013-02-01,13.772284507751465
2013-02-04,13.42920970916748
2013-02-05,13.900407791137695
2013-02-06,13.885530471801758
2013-02-07,14.29840087890625
2013-02-08,14.504843711853027
2013-02-11,14.656002044677734
2013-02-12,14.288628578186035
2013-02-13,14.261451721191406
2013-02-14,14.248626708984375
2013-02-15,14.052270889282227
2013-02-19,14.047080039978027
2013-02-20,13.706886291503906
2013-02-21,13.621685028076172
2013-02-22,13.766738891601562
2013-02-25,13.522130012512207
2013-02-26,13.710551261901855
2013-02-27,13.576184272766113
2013-02-28,13.479382514953613
2013-03-01,13.145600318908691
2013-03-04,12.827402114868164
2013-03-05,13.166062355041504
2013-03-06,12.9987154006958
2013-03-07,13.14896011352539
2013-03-08,13.1837739944458
2013-03-11,13.371580123901367
2013-03-12,13.083306312561035
2013-03-13,13.080862998962402
2013-03-14,13.207594871520996
2013-03-15,13.548395156860352
2013-03-18,13.916680335998535
2013-03-19,13.879121780395508
2013-03-20,13.805521011352539
2013-03-21,13.825374603271484
2013-03-22,14.105712890625
2013-03-25,14.156707763671875
2013-03-26,14.082194328308105
2013-03-27,13.805521011352539
2013-03-28,13.517860412597656
2013-04-01,13.097962379455566
2013-04-02,13.12484073638916
2013-04-03,13.19201946258545
2013-04-04,13.061623573303223
2013-04-05,12.923591613769531
2013-04-08,13.015512466430664
2013-04-09,13.03902816772461
2013-04-10,13.305011749267578
2013-04-11,13.263480186462402
2013-04-12,13.125141143798828
2013-04-15,12.821292877197266
2013-04-16,13.016427993774414
2013-04-17,12.300621032714844
2013-04-18,11.97234058380127
2013-04-19,11.925921440124512
2013-04-22,12.174503326416016
2013-04-23,12.402315139770508
2013-04-24,12.381855010986328
2013-04-25,12.471026420593262
2013-04-26,12.74036693572998
2013-04-29,13.13491439819336
2013-04-30,13.52152156829834
2013-05-01,13.414945602416992
2013-05-02,13.605196952819824
2013-05-03,13.74139404296875
2013-05-06,14.069062232971191
2013-05-07,14.006464004516602
2013-05-08,14.164648056030273
2013-05-09,14.041077613830566
2013-05-10,13.924263000488281
2013-05-13,13.978668212890625
2013-05-14,13.6442232131958
2013-05-15,13.182818412780762
2013-05-16,13.358955383300781
2013-05-17,13.318375587463379
2013-05-20,13.615633010864258
2013-05-21,13.515115737915039
2013-05-22,13.567065238952637
2013-05-23,13.59134578704834
2013-05-24,13.683874130249023
2013-05-28,13.569831848144531
2013-05-29,13.677728652954102
2013-05-30,13.881536483764648
2013-05-31,13.824666023254395
2013-06-03,13.855096817016602
2013-06-04,13.811753273010254
2013-06-05,13.682648658752441
2013-06-06,13.478227615356445
2013-06-07,13.581208229064941
2013-06-10,13.491442680358887
2013-06-11,13.451787948608398
2013-06-12,13.285487174987793
2013-06-13,13.401381492614746
2013-06-14,13.219704627990723
2013-06-17,13.279641151428223
2013-06-18,13.272574424743652
2013-06-19,13.002989768981934
2013-06-20,12.813629150390625
2013-06-21,12.710958480834961
2013-06-24,12.374046325683594
2013-06-25,12.376815795898438
2013-06-26,12.236640930175781
2013-06-27,12.104766845703125
2013-06-28,12.189300537109375
2013-07-01,12.579392433166504
2013-07-02,12.864349365234375
2013-07-03,12.935358047485352
2013-07-05,12.831457138061523
2013-07-08,12.7586030960083
2013-07-09,12.983006477355957
2013-07-10,12.933207511901855
2013-07-11,13.134861946105957
2013-07-12,13.110884666442871
2013-07-15,13.139472007751465
2013-07-16,13.22431468963623
2013-07-17,13.22769546508789
2013-07-18,13.27226734161377
2013-07-19,13.062931060791016
2013-07-22,13.104737281799316
2013-07-23,12.879722595214844
2013-07-24,13.541245460510254
2013-07-25,13.479452133178711
2013-07-26,13.556001663208008
2013-07-29,13.765029907226562
2013-07-30,13.93502140045166
2013-07-31,13.910735130310059
2013-08-01,14.038308143615723
2013-08-02,14.218443870544434
2013-08-05,14.430858612060547
2013-08-06,14.301751136779785
2013-08-07,14.29344654083252
2013-08-08,14.264982223510742
2013-08-09,14.061995506286621
2013-08-12,14.461471557617188
2013-08-13,15.148709297180176
2013-08-14,15.425030708312988
2013-08-15,15.406777381896973
2013-08-16,15.543540954589844
2013-08-19,15.710947036743164
2013-08-20,15.504556655883789
2013-08-21,15.544472694396973
2013-08-22,15.563037872314453
2013-08-23,15.503005027770996
2013-08-26,15.563348770141602
2013-08-27,15.118385314941406
2013-08-28,15.189863204956055
2013-08-29,15.214622497558594
2013-08-30,15.075987815856934
2013-09-03,15.118078231811523
2013-09-04,15.430912017822266
2013-09-05,15.32508659362793
2013-09-06,15.416365623474121
2013-09-09,15.662359237670898
2013-09-10,15.305593490600586
2013-09-11,14.472296714782715
2013-09-12,14.626394271850586
